obs,action
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.04, 0.03, 0.03, 0.01, 0.0, 0.02, 0.04, 0.05, 0.03, 0.16666666666666666, 0.8988590490919819, 0.5957238968137676, 0.49174863846260564, 0.5, 0.9307976324166134]","[6, 10, 1, 2, 8, 9, 7, 4, 0, 12, 5, 11, 3]"
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.05, 0.03, 0.03, 0.01, 0.0, 0.03, 0.04, 0.04, 0.03, 0.3333333333333333, 0.6339042105924477, 0.621757894229412, 0.5075184774337117, 0.8425922130365575, 0.8926215839200086]","[6, 1, 2, 10, 8, 3, 9, 7, 4, 0, 12, 5, 11]"
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.04, 0.03, 0.04, 0.01, 0.0, 0.04, 0.04, 0.05, 0.03, 0.5, 0.35280522935223263, 0.7563240907853833, 0.5354897719782378, 0.7953413997662392, 0.8879039982375128]","[6, 1, 11, 10, 2, 3, 8, 7, 0, 12, 5, 9, 4]"
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.04, 0.03, 0.04, 0.01, 0.0, 0.03, 0.04, 0.05, 0.03, 0.5, 0.6743952085063635, 0.7567506022677435, 0.7057043038317863, 0.7177332932868876, 0.8493132007390171]","[10, 3, 1, 2, 8, 4, 7, 0, 12, 6, 11, 5, 9]"
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.04, 0.03, 0.04, 0.01, 0.0, 0.02, 0.04, 0.05, 0.03, 0.5, 0.995726164576979, 0.6671445891033124, 0.6791735785584138, 0.7181908875392696, 0.8107534860105432]","[10, 1, 3, 2, 8, 7, 4, 0, 12, 6, 11, 5, 9]"
"[0.5, 0.01, 0.01, 0.0, 0.04, 0.05, 0.04, 0.04, 0.01, 0.0, 0.02, 0.05, 0.04, 0.04, 0.6666666666666666, 0.7297787094827394, 0.7119092432247021, 0.5790582837146212, 0.5910872731697225, 0.6301045821505784]","[10, 1, 2, 3, 8, 9, 7, 4, 0, 12, 6, 5, 11]"
"[0.5, 0.01, 0.02, 0.0, 0.06, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.04, 0.04, 0.0, 0.6382302002013773, 0.7207948939776668, 0.6751180063723257, 0.6883439523407889, 0.7529606393458937]","[11, 3, 1, 2, 9, 8, 7, 6, 10, 0, 4, 12, 5]"
"[0.5, 0.01, 0.02, 0.0, 0.06, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.05, 0.04, 0.0, 0.9207877681778976, 0.6412110982151432, 0.6544370441836065, 0.6868879858204844, 0.7190537311887113]","[11, 9, 2, 8, 7, 10, 6, 5, 0, 1, 4, 12, 3]"
"[0.5, 0.01, 0.02, 0.0, 0.06, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.05, 0.03, 0.16666666666666666, 0.5304044296859919, 0.5812830448026353, 0.568057098834172, 0.613733986439513, 0.64589973180774]","[9, 2, 8, 11, 10, 7, 6, 5, 0, 1, 4, 3, 12]"
"[0.5, 0.01, 0.02, 0.0, 0.05, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.05, 0.03, 0.16666666666666666, 0.7962296136642522, 0.6140007097303487, 0.5361580767567807, 0.549384022725244, 0.5818349643621218]","[9, 2, 8, 7, 11, 10, 6, 12, 5, 0, 1, 4, 3]"
"[0.5, 0.01, 0.02, 0.01, 0.05, 0.05, 0.03, 0.04, 0.02, 0.0, 0.02, 0.05, 0.06, 0.03, 0.3333333333333333, 0.6904315805848, 0.9134856310384112, 0.47453072833165605, 0.506696473699883, 0.6588517899654357]","[2, 9, 8, 7, 11, 10, 6, 12, 3, 0, 5, 1, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.05, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.07, 0.03, 0.5, 0.38704161002330767, 0.5752585864328148, 0.6512876446073392, 0.6755353730717502, 0.8298924275057903]","[9, 10, 8, 6, 3, 12, 5, 0, 4, 1, 2, 11, 7]"
"[0.5, 0.01, 0.03, 0.01, 0.05, 0.05, 0.03, 0.04, 0.01, 0.0, 0.02, 0.05, 0.06, 0.03, 0.5, 0.7907694906573965, 0.6028402989312486, 0.5268112407567241, 0.6270880273956595, 0.7814450818296996]","[9, 10, 8, 6, 7, 3, 12, 5, 0, 4, 1, 2, 11]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.06, 0.03, 0.05, 0.01, 0.0, 0.02, 0.06, 0.06, 0.03, 0.6666666666666666, 0.4389316169007695, 0.5493085722464548, 0.5250608437820438, 0.692653564777902, 0.9230131770396133]","[9, 10, 8, 7, 6, 3, 12, 5, 0, 4, 2, 11, 1]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.06, 0.03, 0.05, 0.01, 0.0, 0.02, 0.07, 0.06, 0.03, 0.6666666666666666, 0.829203198966051, 0.8761805871917795, 0.5, 0.6458209749300682, 0.6871525151419223]","[9, 12, 7, 8, 5, 0, 1, 11, 10, 3, 6, 2, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.06, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.03, 0.0, 0.47866269101389963, 0.5, 0.5, 0.5582454481460377, 0.7859037950470702]","[9, 12, 7, 8, 5, 11, 0, 1, 3, 6, 2, 4, 10]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.06, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.07, 0.03, 0.0, 0.8683317470595284, 0.5, 0.5, 0.7391435083215947, 0.9466172202217558]","[12, 7, 8, 11, 10, 0, 1, 3, 9, 6, 2, 5, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.06, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.03, 0.16666666666666666, 0.6143396007613736, 0.5, 0.6204423711652453, 0.6496225658773733, 0.8570962777775344]","[12, 7, 8, 10, 3, 0, 1, 6, 9, 4, 2, 5, 11]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.06, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.03, 0.16666666666666666, 0.8948926847478068, 0.5, 0.5819306938497334, 0.6159561957990013, 0.8234299076991625]","[12, 7, 8, 11, 10, 0, 1, 6, 9, 4, 2, 5, 3]"
"[0.5, 0.01, 0.02, 0.01, 0.06, 0.05, 0.05, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.04, 0.3333333333333333, 0.5962932990543663, 0.5317881220822142, 0.49776262013294625, 0.6257952398926796, 0.7392618339823752]","[12, 7, 8, 11, 10, 0, 1, 3, 9, 6, 2, 5, 4]"
"[0.5, 0.01, 0.03, 0.01, 0.06, 0.05, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.04, 0.3333333333333333, 0.9210449003676141, 0.7002916418247855, 0.4928179299246244, 0.58197974049795, 0.9335682736204194]","[4, 7, 8, 11, 10, 3, 0, 1, 6, 9, 12, 2, 5]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.05, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.04, 0.5, 0.5491447210907457, 0.8581962951336436, 0.5066077620111742, 0.6144099860346387, 0.6616982948141822]","[7, 4, 8, 11, 10, 0, 3, 9, 6, 12, 2, 5, 1]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.05, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.04, 0.5, 0.8472773605058137, 0.6211888856296264, 0.5786340693048305, 0.6960223975980125, 0.8224203784038354]","[4, 7, 8, 11, 10, 0, 1, 6, 9, 12, 2, 5, 3]"
"[0.5, 0.02, 0.02, 0.01, 0.06, 0.05, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.06, 0.05, 0.6666666666666666, 0.46925105935739947, 0.6213855537358222, 0.5039972254426403, 0.5465520417674361, 0.7477835345416451]","[4, 7, 8, 11, 10, 0, 1, 6, 9, 12, 2, 5, 3]"
"[0.5, 0.02, 0.02, 0.01, 0.06, 0.06, 0.04, 0.05, 0.01, 0.0, 0.03, 0.06, 0.07, 0.04, 0.0, 0.35191179443953996, 0.5, 0.5, 0.5999383127861256, 0.7545778184295113]","[4, 7, 8, 11, 10, 3, 6, 1, 9, 5, 2, 0, 12]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.06, 0.04, 0.07, 0.01, 0.0, 0.03, 0.07, 0.08, 0.04, 0.0, 0.658478173675538, 0.5, 0.5, 0.5631503472778059, 0.7177898529211916]","[7, 10, 8, 3, 6, 1, 9, 12, 4, 5, 2, 11, 0]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.06, 0.04, 0.06, 0.01, 0.0, 0.03, 0.07, 0.08, 0.04, 0.0, 0.9488350368158649, 0.5, 0.5283075237009666, 0.6609174323272577, 0.6829470293443524]","[7, 8, 9, 4, 1, 0, 12, 10, 5, 3, 2, 11, 6]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.0, 0.03, 0.07, 0.07, 0.04, 0.16666666666666666, 0.6820012778166529, 0.5, 0.5729374834071632, 0.584209143027108, 0.6077803069840024]","[7, 8, 9, 1, 4, 0, 12, 10, 5, 3, 2, 6, 11]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.0, 0.03, 0.07, 0.07, 0.04, 0.3333333333333333, 0.3755260200649104, 0.5, 0.5, 0.500986173957317, 0.5245573379142116]","[7, 8, 9, 1, 0, 12, 11, 10, 5, 3, 2, 6, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.08, 0.06, 0.04, 0.06, 0.01, 0.0, 0.03, 0.08, 0.07, 0.04, 0.3333333333333333, 0.7690635794758313, 0.5, 0.5, 0.6627388064801562, 0.947638166022914]","[7, 8, 9, 1, 0, 12, 11, 10, 5, 3, 2, 6, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.0, 0.03, 0.08, 0.07, 0.05, 0.5, 0.39963197889337226, 0.5, 0.5, 0.5870705985500513, 0.8719699580928091]","[7, 8, 9, 4, 1, 0, 12, 11, 5, 6, 2, 10, 3]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.01, 0.03, 0.07, 0.07, 0.05, 0.5, 0.6816695467131998, 0.5, 0.5532260904116719, 0.6761188054710874, 0.8381254499544297]","[7, 9, 8, 1, 11, 0, 5, 3, 6, 2, 4, 12, 10]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.01, 0.03, 0.08, 0.07, 0.04, 0.5, 0.9602552078917483, 0.5, 0.5197958110702462, 0.6426885261296615, 0.8046951706130039]","[7, 9, 1, 11, 10, 0, 5, 3, 6, 2, 8, 4, 12]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.07, 0.04, 0.06, 0.01, 0.01, 0.03, 0.07, 0.07, 0.04, 0.6666666666666666, 0.5850771723780402, 0.7297165348746489, 0.5677098903913066, 0.6512159557548511, 0.8804407140743273]","[7, 9, 1, 11, 12, 0, 5, 3, 6, 2, 8, 4, 10]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.06, 0.04, 0.06, 0.01, 0.01, 0.03, 0.08, 0.07, 0.04, 0.6666666666666666, 0.9937834347827561, 0.6021712042662852, 0.5138198316656007, 0.680671783386083, 0.8313959625857614]","[7, 9, 1, 0, 12, 11, 10, 5, 3, 6, 2, 8, 4]"
"[0.5, 0.01, 0.02, 0.01, 0.07, 0.06, 0.05, 0.06, 0.01, 0.01, 0.04, 0.07, 0.08, 0.04, 0.0, 0.6115907457412012, 0.6421738191560644, 0.5, 0.517259085270748, 0.6060763981809305]","[7, 9, 1, 4, 0, 12, 11, 5, 3, 6, 2, 8, 10]"
"[0.5, 0.01, 0.03, 0.01, 0.07, 0.06, 0.04, 0.07, 0.01, 0.01, 0.04, 0.07, 0.08, 0.04, 0.0, 0.9363285817208293, 0.5671078578633751, 0.603205278838509, 0.916450809495127, 0.9392701237960227]","[7, 4, 1, 10, 12, 0, 3, 6, 2, 9, 8, 11, 5]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.06, 0.04, 0.06, 0.01, 0.01, 0.04, 0.07, 0.08, 0.04, 0.16666666666666666, 0.5706979589891148, 0.8403264842229328, 0.4909835325911808, 0.5270809535663148, 0.8631457985238284]","[7, 4, 10, 12, 0, 3, 5, 2, 9, 8, 11, 1, 6]"
"[0.5, 0.02, 0.03, 0.01, 0.08, 0.06, 0.04, 0.06, 0.01, 0.01, 0.04, 0.07, 0.08, 0.04, 0.16666666666666666, 0.8680380584679407, 0.8274649865863694, 0.49140014162885565, 0.6672205738438288, 0.8046456722854737]","[7, 4, 10, 12, 0, 5, 6, 2, 9, 8, 11, 1, 3]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.07, 0.04, 0.06, 0.01, 0.01, 0.04, 0.08, 0.08, 0.04, 0.3333333333333333, 0.5338178044721076, 0.5873270043233287, 0.627030797719849, 0.7247521027649736, 0.7475714170658694]","[7, 4, 10, 12, 5, 6, 2, 9, 11, 8, 1, 3, 0]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.08, 0.04, 0.06, 0.02, 0.0, 0.04, 0.08, 0.08, 0.04, 0.3333333333333333, 0.8579100080052058, 0.5881397332958772, 0.548435939899357, 0.6858610383410019, 0.6981706753385265]","[7, 12, 5, 0, 6, 4, 11, 10, 9, 2, 1, 3, 8]"
"[0.5, 0.01, 0.03, 0.01, 0.1, 0.07, 0.04, 0.06, 0.02, 0.0, 0.04, 0.08, 0.09, 0.04, 0.5, 0.6691759152286826, 0.9534168664377489, 0.5885091294741847, 0.6008187664717093, 0.6999633136094667]","[12, 8, 5, 0, 6, 7, 11, 10, 9, 2, 3, 1, 4]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.07, 0.04, 0.06, 0.02, 0.0, 0.04, 0.08, 0.09, 0.04, 0.5, 0.9569313063034693, 0.6654326666804923, 0.5539784825452102, 0.5662881195427348, 0.9188862195087745]","[12, 5, 6, 8, 0, 4, 10, 7, 9, 2, 1, 11, 3]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.07, 0.05, 0.06, 0.02, 0.0, 0.04, 0.08, 0.09, 0.04, 0.6666666666666666, 0.6833651351345793, 0.6646850930450592, 0.5782606072207591, 0.6885190118093851, 0.8317141600490413]","[12, 5, 8, 6, 0, 4, 10, 7, 9, 2, 1, 11, 3]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.07, 0.05, 0.06, 0.02, 0.0, 0.04, 0.09, 0.08, 0.04, 0.0, 0.42506403431546386, 0.5, 0.5, 0.5, 0.5027102921473352]","[12, 8, 6, 0, 4, 10, 7, 9, 3, 2, 1, 5, 11]"
"[0.5, 0.01, 0.03, 0.01, 0.08, 0.07, 0.05, 0.06, 0.02, 0.0, 0.04, 0.09, 0.08, 0.04, 0.0, 0.723174124813814, 0.5, 0.5, 0.6957277849877687, 0.9196461389528804]","[12, 8, 6, 0, 4, 11, 7, 9, 3, 2, 1, 5, 10]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.07, 0.05, 0.07, 0.02, 0.0, 0.04, 0.09, 0.09, 0.05, 0.16666666666666666, 0.010901898888694935, 0.5, 0.661200452098783, 0.8851188060638947, 0.9208920169236967]","[12, 8, 6, 0, 4, 11, 7, 9, 3, 2, 1, 5, 10]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.07, 0.05, 0.07, 0.02, 0.0, 0.04, 0.09, 0.1, 0.05, 0.16666666666666666, 0.6090945771434614, 0.589417330708211, 0.8133356846733227, 0.8491088955331247, 0.8943941658192602]","[4, 8, 0, 9, 7, 12, 6, 5, 1, 2, 11, 10, 3]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.07, 0.05, 0.07, 0.02, 0.0, 0.04, 0.1, 0.09, 0.05, 0.16666666666666666, 0.9734553216582071, 0.7696123953315532, 0.5456940413664415, 0.8053856061913552, 0.8506708764774907]","[4, 8, 0, 9, 12, 7, 6, 5, 1, 10, 2, 3, 11]"
"[0.5, 0.01, 0.03, 0.02, 0.09, 0.08, 0.05, 0.07, 0.02, 0.0, 0.04, 0.1, 0.09, 0.05, 0.3333333333333333, 0.600450599551209, 0.730146172844195, 0.694372961984393, 0.7754314431303305, 0.9275360385234922]","[4, 8, 0, 9, 12, 7, 6, 5, 1, 11, 2, 3, 10]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.08, 0.07, 0.07, 0.02, 0.0, 0.04, 0.1, 0.09, 0.05, 0.3333333333333333, 0.9115054000662516, 0.8902094624616871, 0.6570463859225879, 0.6928195967823899, 0.7381048670685254]","[8, 0, 9, 12, 7, 6, 5, 11, 4, 1, 3, 10, 2]"
"[0.5, 0.01, 0.04, 0.01, 0.09, 0.09, 0.06, 0.07, 0.02, 0.0, 0.05, 0.1, 0.09, 0.05, 0.6666666666666666, 0.7201984704895305, 0.8735834013916519, 0.6731662940108936, 0.6864033498901244, 0.7029025844381317]","[8, 0, 12, 9, 6, 7, 11, 4, 1, 3, 2, 10, 5]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.09, 0.06, 0.07, 0.02, 0.0, 0.05, 0.1, 0.09, 0.05, 0.0, 0.36501273822744906, 0.5, 0.5, 0.5360238513006971, 0.5454477518659518]","[8, 0, 12, 6, 11, 7, 3, 2, 9, 10, 4, 5, 1]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.09, 0.05, 0.07, 0.02, 0.0, 0.05, 0.1, 0.09, 0.05, 0.0, 0.6834978055087125, 0.5, 0.4978056432269454, 0.5, 0.5072295437922003]","[8, 0, 12, 6, 11, 7, 3, 1, 2, 9, 10, 4, 5]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.08, 0.05, 0.07, 0.02, 0.0, 0.05, 0.1, 0.1, 0.05, 0.16666666666666666, 0.4172139631831442, 0.5, 0.5, 0.6123385749966473, 0.6372251893748171]","[8, 0, 12, 6, 7, 11, 5, 1, 3, 2, 9, 10, 4]"
"[0.5, 0.01, 0.03, 0.01, 0.1, 0.09, 0.06, 0.07, 0.02, 0.0, 0.05, 0.09, 0.1, 0.05, 0.16666666666666666, 0.7066965573048568, 0.5, 0.5, 0.5776006637020419, 0.6024872780802116]","[8, 0, 12, 6, 7, 5, 4, 1, 3, 2, 9, 11, 10]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.09, 0.06, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.16666666666666666, 0.9995707291090336, 0.5, 0.5424557630855407, 0.5673423774637104, 0.931032386593331]","[8, 0, 6, 12, 10, 7, 1, 2, 9, 11, 4, 5, 3]"
"[0.5, 0.01, 0.03, 0.01, 0.09, 0.09, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.3333333333333333, 0.6456101600156785, 0.5, 0.5, 0.6686513498918657, 0.8535076548845336]","[0, 8, 3, 7, 1, 2, 6, 11, 10, 12, 9, 4, 5]"
"[0.5, 0.01, 0.03, 0.01, 0.1, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.5, 0.3692789522358832, 0.5, 0.5818110948254411, 0.6135442588511546, 0.766667399818109]","[8, 0, 5, 7, 3, 1, 2, 6, 12, 11, 9, 10, 4]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.5, 0.6717743304272213, 0.5455116494424805, 0.577244813468194, 0.6688185609893662, 0.7303679544351485]","[8, 0, 4, 5, 7, 1, 2, 6, 12, 11, 9, 10, 3]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.5, 0.9519769769188807, 0.5436204958891949, 0.5118873318634815, 0.6351942434103671, 0.6967436368561494]","[8, 4, 5, 7, 3, 1, 2, 6, 12, 0, 11, 9, 10]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.09, 0.08, 0.6666666666666666, 0.7001755566934283, 0.9399096725093113, 0.5454104138374214, 0.6069598072832036, 0.889173283658663]","[8, 10, 4, 5, 7, 3, 1, 2, 0, 12, 6, 9, 11]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.07, 0.8333333333333334, 0.005902444861495344, 0.8524860570784949, 0.5039896948025057, 0.5702725807030355, 0.9032224459291434]","[11, 8, 4, 5, 3, 7, 1, 2, 6, 10, 9, 0, 12]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.0, 0.6462691726892066, 0.5, 0.5, 0.5356420497391696, 0.586378438589818]","[8, 4, 5, 3, 7, 1, 2, 6, 11, 10, 9, 0, 12]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.09, 0.05, 0.08, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.0, 0.9462237087116137, 0.5, 0.5, 0.5503838942671291, 0.9304662769968377]","[8, 4, 5, 7, 3, 1, 2, 6, 12, 0, 11, 9, 10]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.16666666666666666, 0.6559635117207184, 0.5, 0.8452975006357452, 0.8791516265984274, 0.8810085108487397]","[8, 10, 5, 7, 3, 1, 2, 6, 12, 0, 11, 9, 4]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.09, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.16666666666666666, 0.9594483415609337, 0.5, 0.7983696437515482, 0.8427334470176016, 0.8445903312679138]","[8, 10, 4, 5, 7, 1, 2, 6, 12, 0, 11, 9, 3]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.3333333333333333, 0.5816679019099903, 0.7237032965096614, 0.6257181666756924, 0.7680670997757147, 0.769923984026027]","[8, 10, 4, 5, 7, 3, 1, 2, 12, 0, 11, 9, 6]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.05, 0.09, 0.1, 0.06, 0.3333333333333333, 0.9757338993605913, 0.7207791800816427, 0.5784302469816203, 0.6764153768155893, 0.7226360643319549]","[8, 10, 4, 5, 7, 3, 1, 2, 0, 12, 6, 9, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.09, 0.08, 0.05, 0.08, 0.02, 0.0, 0.06, 0.1, 0.1, 0.06, 0.5, 0.8943591284087044, 0.6444416901827436, 0.5661803493298158, 0.6016430994490315, 0.610544152595869]","[8, 10, 4, 5, 7, 3, 1, 2, 0, 12, 6, 9, 11]"
"[0.5, 0.02, 0.04, 0.01, 0.09, 0.08, 0.06, 0.08, 0.02, 0.0, 0.05, 0.1, 0.11, 0.06, 0.6666666666666666, 0.9942649813984493, 0.9098038445707084, 0.5124529878239741, 0.6998429689882664, 0.9121667498964939]","[4, 8, 5, 3, 7, 2, 6, 11, 10, 12, 0, 1, 9]"
"[0.5, 0.02, 0.04, 0.01, 0.09, 0.09, 0.06, 0.08, 0.02, 0.0, 0.05, 0.1, 0.1, 0.06, 0.0, 0.6928371753996126, 0.5, 0.5859751812905688, 0.5883380866163543, 0.6255549593229671]","[4, 3, 8, 7, 6, 10, 2, 12, 9, 0, 5, 1, 11]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.1, 0.06, 0.08, 0.02, 0.0, 0.05, 0.11, 0.1, 0.06, 0.16666666666666666, 0.011933726110517759, 0.5, 0.5374164489165856, 0.5500465005310456, 0.5872633732376584]","[3, 8, 7, 11, 6, 10, 2, 12, 4, 9, 0, 5, 1]"
"[0.5, 0.02, 0.03, 0.01, 0.09, 0.09, 0.06, 0.09, 0.02, 0.0, 0.06, 0.11, 0.11, 0.06, 0.16666666666666666, 0.7403099426533496, 0.5, 0.5, 0.6083551099189571, 0.9394431780587683]","[3, 8, 7, 1, 11, 6, 12, 2, 9, 5, 0, 10, 4]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.09, 0.02, 0.0, 0.05, 0.11, 0.11, 0.06, 0.3333333333333333, 0.3937879370827962, 0.5, 0.5, 0.5299377505874235, 0.8610258187272347]","[3, 8, 7, 1, 4, 12, 2, 5, 0, 11, 10, 6, 9]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.08, 0.02, 0.0, 0.05, 0.11, 0.11, 0.06, 0.3333333333333333, 0.6889072056990054, 0.5, 0.49452343835347845, 0.8256115064932896, 0.8891980018431377]","[8, 7, 1, 4, 3, 12, 9, 2, 5, 0, 11, 10, 6]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.08, 0.02, 0.0, 0.05, 0.1, 0.11, 0.06, 0.3333333333333333, 0.9746193806036558, 0.5, 0.6643448098246313, 0.7913260455047316, 0.8451137951451073]","[8, 7, 1, 6, 4, 12, 3, 9, 2, 5, 0, 11, 10]"
"[0.5, 0.02, 0.03, 0.01, 0.11, 0.09, 0.06, 0.08, 0.03, 0.0, 0.05, 0.1, 0.11, 0.07, 0.5, 0.6977238617585613, 0.5775722720860427, 0.704553507766143, 0.7583412574065187, 0.8686468120740938]","[8, 7, 1, 10, 6, 4, 12, 2, 3, 9, 5, 0, 11]"
"[0.5, 0.02, 0.03, 0.01, 0.11, 0.09, 0.07, 0.08, 0.03, 0.0, 0.05, 0.1, 0.11, 0.06, 0.6666666666666666, 0.005936459819717281, 0.6675679959988042, 0.5405867603187039, 0.72135574563918, 0.831661300306755]","[8, 10, 1, 6, 4, 9, 5, 2, 0, 7, 11, 3, 12]"
"[0.5, 0.02, 0.03, 0.01, 0.11, 0.09, 0.06, 0.08, 0.03, 0.01, 0.05, 0.1, 0.11, 0.06, 0.6666666666666666, 0.7842954250890747, 0.8885668873848022, 0.5638977738778067, 0.6279526698068572, 0.7382582244744321]","[8, 10, 1, 6, 4, 12, 9, 2, 0, 7, 11, 3, 5]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.09, 0.03, 0.01, 0.05, 0.11, 0.11, 0.06, 0.0, 0.6498827343246111, 0.5, 0.5051303806281225, 0.5446964102765378, 0.8448885058049995]","[10, 1, 6, 4, 12, 9, 5, 2, 0, 8, 7, 11, 3]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.09, 0.03, 0.01, 0.05, 0.11, 0.12, 0.06, 0.0, 0.933898324904059, 0.5, 0.5, 0.5106145394070041, 0.8108066349354658]","[1, 4, 3, 12, 9, 5, 2, 0, 8, 11, 10, 7, 6]"
"[0.5, 0.02, 0.03, 0.01, 0.1, 0.09, 0.06, 0.09, 0.03, 0.01, 0.06, 0.11, 0.11, 0.06, 0.16666666666666666, 0.6553836734453284, 0.5, 0.6002511763689631, 0.6289689526832376, 0.7242283931105135]","[4, 1, 3, 12, 9, 5, 2, 0, 10, 8, 7, 6, 11]"
